FIPS Code,Geography,Year,Program Type,Population,County
36071,Orange County,2017,Intercensal Population Estimate,391464,Orange
36073,Orleans County,2017,Intercensal Population Estimate,40991,Orleans
36075,Oswego County,2017,Intercensal Population Estimate,119152,Oswego
36077,Otsego County,2017,Intercensal Population Estimate,59690,Otsego
36079,Putnam County,2017,Intercensal Population Estimate,98241,Putnam
36081,Queens County,2017,Intercensal Population Estimate,2418581,Queens
36083,Rensselaer County,2017,Intercensal Population Estimate,161201,Rensselaer
36085,Richmond County,2017,Intercensal Population Estimate,490246,Richmond
36087,Rockland County,2017,Intercensal Population Estimate,333207,Rockland
36089,St. Lawrence County,2017,Intercensal Population Estimate,109597,St. Lawrence
36091,Saratoga County,2017,Intercensal Population Estimate,233142,Saratoga
36093,Schenectady County,2017,Intercensal Population Estimate,156591,Schenectady
36095,Schoharie County,2017,Intercensal Population Estimate,30246,Schoharie
36097,Schuyler County,2017,Intercensal Population Estimate,18052,Schuyler
36099,Seneca County,2017,Intercensal Population Estimate,34119,Seneca
36101,Steuben County,2017,Intercensal Population Estimate,95467,Steuben
36103,Suffolk County,2017,Intercensal Population Estimate,1519947,Suffolk
36105,Sullivan County,2017,Intercensal Population Estimate,77059,Sullivan
36107,Tioga County,2017,Intercensal Population Estimate,48989,Tioga
36109,Tompkins County,2017,Intercensal Population Estimate,105919,Tompkins
36111,Ulster County,2017,Intercensal Population Estimate,181558,Ulster
36113,Warren County,2017,Intercensal Population Estimate,65798,Warren
36115,Washington County,2017,Intercensal Population Estimate,61989,Washington
36117,Wayne County,2017,Intercensal Population Estimate,91736,Wayne
36119,Westchester County,2017,Intercensal Population Estimate,997084,Westchester
36121,Wyoming County,2017,Intercensal Population Estimate,40985,Wyoming
36123,Yates County,2017,Intercensal Population Estimate,24992,Yates
36000,New York State,2016,Intercensal Population Estimate,20148134,Statewide
36001,Albany County,2016,Intercensal Population Estimate,314486,Albany
36003,Allegany County,2016,Intercensal Population Estimate,47535,Allegany
36005,Bronx County,2016,Intercensal Population Estimate,1484928,Bronx
36007,Broome County,2016,Intercensal Population Estimate,200068,Broome
36009,Cattaraugus County,2016,Intercensal Population Estimate,78356,Cattaraugus
36011,Cayuga County,2016,Intercensal Population Estimate,77728,Cayuga
36013,Chautauqua County,2016,Intercensal Population Estimate,130173,Chautauqua
36015,Chemung County,2016,Intercensal Population Estimate,86486,Chemung
36017,Chenango County,2016,Intercensal Population Estimate,48538,Chenango
36019,Clinton County,2016,Intercensal Population Estimate,80478,Clinton
36021,Columbia County,2016,Intercensal Population Estimate,62037,Columbia
36023,Cortland County,2016,Intercensal Population Estimate,47654,Cortland
36025,Delaware County,2016,Intercensal Population Estimate,45547,Delaware
36027,Dutchess County,2016,Intercensal Population Estimate,294484,Dutchess
36029,Erie County,2016,Intercensal Population Estimate,941531,Erie
36031,Essex County,2016,Intercensal Population Estimate,37957,Essex
36033,Franklin County,2016,Intercensal Population Estimate,49536,Franklin
36035,Fulton County,2016,Intercensal Population Estimate,53845,Fulton
36037,Genesee County,2016,Intercensal Population Estimate,58809,Genesee
36039,Greene County,2016,Intercensal Population Estimate,47928,Greene
36041,Hamilton County,2016,Intercensal Population Estimate,5020,Hamilton
36043,Herkimer County,2016,Intercensal Population Estimate,61862,Herkimer
36045,Jefferson County,2016,Intercensal Population Estimate,118321,Jefferson
36047,Kings County,2016,Intercensal Population Estimate,2726337,Kings
36049,Lewis County,2016,Intercensal Population Estimate,26874,Lewis
36051,Livingston County,2016,Intercensal Population Estimate,63558,Livingston
36053,Madison County,2016,Intercensal Population Estimate,69820,Madison
36055,Monroe County,2016,Intercensal Population Estimate,755191,Monroe
36057,Montgomery County,2016,Intercensal Population Estimate,49433,Montgomery
36059,Nassau County,2016,Intercensal Population Estimate,1382459,Nassau
36061,New York County,2016,Intercensal Population Estimate,1684128,New York
36063,Niagara County,2016,Intercensal Population Estimate,213976,Niagara
36065,Oneida County,2016,Intercensal Population Estimate,233132,Oneida
36067,Onondaga County,2016,Intercensal Population Estimate,474540,Onondaga
36069,Ontario County,2016,Intercensal Population Estimate,110814,Ontario
36071,Orange County,2016,Intercensal Population Estimate,387868,Orange
36073,Orleans County,2016,Intercensal Population Estimate,41422,Orleans
36075,Oswego County,2016,Intercensal Population Estimate,119517,Oswego
36077,Otsego County,2016,Intercensal Population Estimate,59907,Otsego
36079,Putnam County,2016,Intercensal Population Estimate,98185,Putnam
36081,Queens County,2016,Intercensal Population Estimate,2412601,Queens
36083,Rensselaer County,2016,Intercensal Population Estimate,161024,Rensselaer
36085,Richmond County,2016,Intercensal Population Estimate,486598,Richmond
36087,Rockland County,2016,Intercensal Population Estimate,330652,Rockland
36089,St. Lawrence County,2016,Intercensal Population Estimate,110221,St. Lawrence
36091,Saratoga County,2016,Intercensal Population Estimate,230489,Saratoga
36093,Schenectady County,2016,Intercensal Population Estimate,156089,Schenectady
36095,Schoharie County,2016,Intercensal Population Estimate,30443,Schoharie
36097,Schuyler County,2016,Intercensal Population Estimate,18098,Schuyler
36099,Seneca County,2016,Intercensal Population Estimate,34575,Seneca
36101,Steuben County,2016,Intercensal Population Estimate,96189,Steuben
36103,Suffolk County,2016,Intercensal Population Estimate,1517810,Suffolk
36105,Sullivan County,2016,Intercensal Population Estimate,76688,Sullivan
36107,Tioga County,2016,Intercensal Population Estimate,49142,Tioga
36109,Tompkins County,2016,Intercensal Population Estimate,105790,Tompkins
36111,Ulster County,2016,Intercensal Population Estimate,181552,Ulster
36113,Warren County,2016,Intercensal Population Estimate,65725,Warren
36115,Washington County,2016,Intercensal Population Estimate,62148,Washington
